text,text_type,topics,lewis_split,cgis_split,old_id,new_id,places,people,orgs,exchanges,date,title
"New York Federal Reserve Bank
President Gerald Corrigan opposed a further fall in the value
of the dollar but refused to say whether U.S. Interest rates
would be raised to protect the currency.
    ""A further decline in the dollar or appreciation of the yen
at this juncture I would regard as counterproductive,"" he told a
news conference.
    His comments echoed those made last week by U.S. Treasury
Secretary James Baker, who also warned against a further dollar
fall. The U.S. Currency plunged to a post-war low below 140 yen
last week, despite dollar-buying by a number of central banks.
    Currency speculators and investors are convinced that a
further dollar fall is needed to help reduce the huge U.S.
Trade deficit, dealers said. The only thing likely to help the
dollar is seen as a rise in U.S. Interest rates.
    Corrigan refused to say whether the U.S. Was ready to risk
damaging its economic recovery by raising interest rates.
    The dollar""s sharp drop this month has also raised questions
about the usefulness of recent meetings of the Group of Seven.
But Corrigan said: ""They have played a constructive role in so
far as the broad objective of facilitating a higher degree of
economic policy coordination.""
 REUTER
","""NORM""",['money-fx' 'dlr' 'interest'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21822""","""17200""",['japan' 'usa'],['corrigan'],[],[],26-APR-1987 04:21:41.57,U.S. CENTRAL BANKER OPPOSES FURTHER DOLLAR FALL
"President Reagan warned the U.S.
Congress in his weekly radio address against passing what he
called dangerous, protectionist trade legislation that would
tie his hands in trade negotiations with Japan and other
countries.
    Reagan, who will hold talks with Japanese Prime Minister
Yasuhiro Nakasone here this week, said he would lift tariffs
imposed last week against some Japanese products as soon as
Tokyo complied with a U.S.-Japanese pact on semiconductors.
    U.S. Officials gave the same message to former Japanese
Foreign Minister Shintaro Abe in meetings in Washington last
week.
    In his weekly radio address on Saturday, Reagan said he
would tell Nakasone: ""We want to continue to work cooperatively
on trade problems and want very much to lift these trade
restrictions as soon as evidence permits.
    Reagan said the 100 pct tariffs he imposed on some 300 mln
dlrs worth of Japanese goods was a special case of trade
retaliation and did not signal a shift in what he called his
staunch anti-protectionist policies.
    ""In imposing these tariffs we were just trying to deal with
a particular problem, not begin a trade war,"" he said.
    But Congress is ready to approve tough trade legislation to
try to turn round the record U.S. Trade deficit, which has cost
millions of U.S. Jobs and closed thousands of factories.
    A vote on a trade bill sponsored by Congressman Richard
Gephardt is expected to come during Nakasone""s visit. It would
penalise nations with large trade surpluses and which are
alleged to use unfair trade practices.
    Reagan warned Congress that such action would undercut his
ability to negotiate on trade issues with Nakasone and others.
    ""With my meeting with Prime Minister Nakasone and the Venice
economic summit coming up, it""s terribly important not to
restrict a president""s options in such trade dealings with
foreign governments,"" he said.
    ""Unfortunately, some in the Congress are trying to do
exactly that,"" he said.
    Reagan said he would keep the American people ""informed on
this dangerous legislation because it""s just another form of
protectionism and I may need your help to stop it.""
 REUTER
","""NORM""",['trade'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21823""","""17201""",['usa'],['reagan' 'nakasone'],[],[],26-APR-1987 04:35:07.82,REAGAN WARNS CONGRESS ON PROTECTIONISM
"Four trade ministers ended a
weekend meeting with a frank confession that their governments
are losing credibility in world financial markets and will not
regain it until they back their promises over trade and
currencies with action.
    ""Until today we have anounced policies, but when it came to
action required it was done in a way that satisfied nobody,""
Japanese Trade Minister Hajime Tamura told a news conference.
    ""From now on, if a government comes up with a certain
policy, it must be followed by action,"" he said following two
days of informal talks with the trade ministers of the United
States, the European Community and Canada in central Japan.
    Last week, the dollar fell to a new record low below 140
yen, despite statements from the Group of Seven (G-7) leading
industrial powers that currencies should be stabilised to
underpin world trade.
    ""We need credibility to gain confidence. When we have
confidence, then we can have an impact,"" said Tamura.
    His colleagues agreed that when major trade nations fought
over trade issues while calling for each other to honour free
trade rules in general, it was not a sight which inspired
confidence in the markets.
    ""The time has come now to act in step with the talk. If you
belong to a club, you have to act in concord with the rules, if
you want to be credible,"" said EC external trade chief Willy de
Clercq. Canadian Trade Minister Patricia Carney also agreed: ""We
are meeting in a time of great trade tension. What the world
needs to see is that we have the political will to deal with
these problems we face.""
    She said that next month""s meeting of the Organisation of
Economic Cooperation and Development and the meeting of leaders
of the G-7 nations in Venice in the summer would be a forum to
show this will existed.
    U.S. Trade Representative Clayton Yeutter reminded the news
conference that the results of such high level meetings could
lead to action which would only have an effect on smoothing out
world trade imbalances perhaps years later.
    ""The media typically has a tendency to evaluate meetings
like this in terms of tangible results. That is not the way it
should be pursued,"" he said.
    ""What is achieved in an intangible way almost always exceeds
what is achieved in a tangible way,"" he said.
    Progress in personal contacts and understanding each others""
positions and policies was just as important toward reducing
trade tensions, he said.
    Tamura read out an agreed summary of the joint talks:
    Currency stability was now essential, but currency
movements alone would not correct a U.S. Trade deficit with
Japan which hit 58 billion dlrs last year, an 18 billion dlr EC
deficit with Japan in 1986, and a Japanese global trade surplus
of almost 90 billion, he said.
    Trade retaliation, protectionism, and forcible export
restraints which lead to a shrinkage in world trade flows were
most dangerous, he said.
    The imbalances can only be solved by coordinated policies
over a whole range of fiscal, monetary, trade and industrial
measures, and in line with a body of internationally agreed
rules, he said.
    In this regard, the policing role of the Geneva-based
General Agreement on Tariffs and Trade world trade body must be
strengthened, he said.
    The ministers reconfirmed their individual promises to
solve the problem. The United States will try to reduce its
large budget deficit and restore competitiveness within its
industries.
    Japan will introduce early and effective measures to expand
its domestic growth and rely less on exports.
    The EC must continue efforts for balanced growth and
reduced unemployment. All felt satisfied at the new progress in
the Canadian economy.
 REUTER
","""NORM""",['trade' 'money-fx' 'dlr'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21824""","""17202""",['japan' 'usa' 'canada'],['tamura' 'de-clercq' 'yeutter'],['ec'],[],26-APR-1987 04:56:51.37,TRADE MINISTERS SAY GOVERNMENTS NEED CREDIBILITY
"European Community (EC) agriculture
ministers resume discussions in Luxembourg tomorrow on tough
1987/88 farm price proposals from the bloc""s executive
Commission with only thin hopes of reaching a quick agreement.
    Their current chairman, Belgium""s Paul de Keersmaeker,
promised at the end of the group""s last meeting that if
agreement appeared in sight this week, he would keep his
colleagues at the negotiating table for long days and nights.
    But one diplomat told journalists: ""I don""t think you need to
worry about that. We are a long way from the crunch yet.""
    The commission has tabled a series of proposals which farm
experts say would together amount to the most swingeing attack
on overspending on the bloc""s Common Agricultural Policy, and
the biggest blow to farmers"" incomes, in years.
    As well as cuts in common farm prices of 2.5 pct in the key
cereals sector, quality standards for farm goods sold into EC
surplus stores would be raised and the period of the year when
such sales were allowed restricted.
    The experts say prices received by farmers would be cut by
over 10 pct for many crops if such measures were agreed.
    The effects, however, would be mitigated by Commission
proposals unveiled on April 14 for generous cash grants to
farmers worst hit by the struggle to curb EC food surpluses.
    When ministers met on March 30 and 31 in Brussels for
initial discussions on the farm price package, several, notably
France""s Francois Guillaume and West Germany""s Ignaz Kiechle,
said the proposals were unacceptably tough.
    Only the Dutch and British delegations gave general support
to the Commission line that such drastic measures were
necessary to curb surplus food production in the EC and to
reduce the massive cost of the CAP.
    But even then, the British are among several delegations
which oppose the Commission""s controversial plan to raise two
billion European Currency Units through a tax on imported and
EC-produced oilseeds and fats.
    In order to seek common ground, de Keersmaeker plans to
spend the whole of tomorrow in bilateral meetings with each of
his colleagues in turn.
    Diplomats said although the ministers will meet together on
Tuesday, de Keersmaeker is likely to conclude that further
talks at the level of officials are necessary and that the hard
bargaining will have to wait until May.
 REUTER
","""NORM""",[],"""NOT-USED""","""PUBLISHED-TESTSET""","""21825""","""17203""",['belgium' 'luxembourg'],[],['ec'],[],26-APR-1987 05:35:00.34,EC FARM MINISTERS TO RESUME PRICE TALKS
"Saudi riyal interbank deposits were
mainly steady at yesterday""s higher levels in a market which saw
little activity due to the European weekend, dealers said.
    They said banks in the kingdom offered two and three month
deposits 1/16 of a percentage point lower, but there were few
takers.
    Rates for short-dated and other fixed period funds were
little changed following their sharp rise on Saturday brought
on by higher eurodollar deposit rates.
    Spot-next and one-week deposits were relatively unchanged
at 6-3/4, 1/2 pct.
    One-month deposits were steady at 6-3/4, 1/2 pct while
three-month funds eased to 6-7/8, 5/8 pct from 6-15/16, 11/16.
    Six-month deposits also declined marginally to 7-5/16,
7-1/8 pct from quotes of 7-3/8, 1/8 at the close of trade on
Saturday.
    The spot riyal was steady at 3.7499/7504 to the dollar.
 REUTER
","""NORM""",['money-fx' 'interest'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21826""","""17204""",['bahrain' 'saudi-arabia'],[],[],[],26-APR-1987 05:36:58.42,SAUDI RIYAL DEPOSITS STEADY IN DULL MARKET
"Senior officials from the Group of
Seven (G-7) countries will meet next week to decide an agenda
for the body""s June summit scheduled to be held in Venice,
Japanese officials said.
    The meeting will provide senior government officials with
their first chance to discuss the recent sharp drop of the
dollar, although the main focus of the gathering is longer
term, they said.
    Deputy Finance Ministers, including Japanese Vice-Finance
Minister Toyoo Gyohten, will attend. The meeting will be held
in Italy, they said, but gave no other details.
    The leaders of the G-7, the United States, Britain, Canada,
France, Italy, Japan and West Germany, are expected to discuss
ways of improving economic policy coordination in Venice.
    The hope is that increased coordination will help reduce
the huge imbalances in world trade and calm volatile currency
markets. But economists say the strategy has so far not worked.
    Japanese officials admitted there is little more they can
do on their own to stem the dollar decline, which last week saw
the currency plunge to a post-war low below 140 yen.
    The officials said they expected sentiment against the
dollar to change soon, once the U.S. Trade deficit starts to
fall and the Japanese surplus begins to shrink.
    ""We have already seen some signs of improvement (in the
trade picture), but the market does not appreciate it yet,"" one
said.
    Last week""s passage of the Japanese government budget by
parliament""s Lower House also paves the way for Tokyo to take
additional action to stimulate its sagging economy and boost
imports, the officials said.
 REUTER
","""NORM""",['trade' 'money-fx' 'dlr'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21827""","""17205""",['japan' 'usa' 'uk' 'canada' 'france' 'italy' 'west-germany'],[],[],[],26-APR-1987 06:24:19.96,G-7 OFFICIALS TO DECIDE ON SUMMIT AGENDA
"Plans for a new-style European
Community (EC) free of damaging budget wrangles receive their
first full review from EC foreign ministers today, but are
unlikely to gather much support.
    Diplomats said key EC capitals would voice strong criticism
of proposals that would lead to a sharp increase in EC budget
payments by bringing member states"" contributions more into line
with national wealth.
    They said the EC""s current paymasters, Britain, France, and
West Germany, would lead the opposition to the plans, designed
to enable the community meet the challenges of the 1990s.
    Faced with a budget deficit this year of at least five
billion dlrs, EC Commission President Jacques Delors called in
February for a radical overhaul of the EC financing system.
    Such action was necessary, he argued, to end a damaging
cycle of annual budget crises and ensure cash for technological
research programs and regional and social spending projects.
    Ironically, diplomats said, the move could spark exactly
the type of row it was intended to avoid with industrially
developed northern states demanding assurances the new cash
would not be swallowed up by the poorer southern members.
    Delors"" plans, by linking a country""s contributions to its
Gross National Product (GNP), would over the next five years
add some 18 billion dlrs to the present budget of 34 billion.
    Currently, contributions are calculated on a percentage of
Value Added Tax (VAT) returns.
    Under the new scheme, all countries would pay one pct of
their VAT receipts to Brussels. Extra cash would then be raised
in line with needs by a levy on the difference between a
country""s total VAT receipts and its GNP.
    London is one of the most resolutely opposed countries to
the scheme, arguing instead that money should be made available
from deep cutbacks in the EC""s heavily-subsidised farm sector.
    Unofficially many EC capitals secretly support the
wearisome budget wrangling, taking the line that the highly
diverse 12-nation Community can only take tough decisions when
forced to do so.
    The issue is further complicated by a possible general
election in Britain and acceptance that the EC problems cannot
seriously be addressed by London until those polls are out of
the way.
 REUTER
","""NORM""",['gnp'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21828""","""17206""",['luxembourg' 'uk' 'france' 'west-germany'],['delors'],['ec'],[],26-APR-1987 06:44:58.79,EC MINISTERS LIKELY TO CRITICISE FINANCE IDEAS
"Delegates from 46 countries are
gathering for the 20th meeting of the Asian Development Bank
(ADB) amid concern over the bank""s role in aiding regional
development.
    The three-day meeting, the first to be held in Japan since
the bank""s inaugural meeting in Tokyo in 1966, will open
tomorrow with political controversy dogging its heels.
    Taiwan, one of the ADB""s founders, will boycott the meeting
for the second year in succession in protest against China""s
admission last year.
    Taiwan, which borrowed only 100 mln dlrs or 0.51 pct of the
ADB""s total lending of 19.4 billion dlrs over the past 20 years,
is staying away because its name was changed by the bank to
""Taipei, China.""
    But the boycott is likely to be overshadowed by the
presence of communist giants China and the Soviet Union.
    Moscow is attending an ADB meeting for the first time in
what is widely seen as a first step to eventual full
membership.
    China is expected to obtain its first loans from the bank
in 1987.
    A senior ADB official said Peking, now the bank""s third
largest shareholder after the United States and Japan, would
also take one of the 12 seats on the bank""s board of governors.
    The official, who declined to be identified, expected
sparks to fly when governors met in formal session on Tuesday.
    He said calls for expanded bank lending were expected from
poorer countries in the Asia-Pacific region, hit by plunging
commodity prices, tariff barriers in export markets, a growing
resources crunch and balance of payments crises.
    But the U.S. Delegation was likely to repeat warnings ADB
lending should stress quality over quantity, the official said.
    The debate over ADB lending is fuelled by the bank""s highly
successful money management.
    With liquid reserves of about four billion dlrs, profits
have been rising steadily and touched 287 mln dlrs last year.
    The key indicator of the ADB""s reduced role in regional
development is its net transfer of resources -- loan
disbursements less repayments made by borrowers -- which fell
sharply to 237 mln dlrs in 1986 from 421 mln in 1985.
    In 1986, the bank approved loans totalling two billion
dlrs, but only to 19 of its 29 developing members.
    ADB chief economist Kedar Nath Kohli told Reuters the bank""s
ordinary lending had declined each year since 1984.
    ""I""m afraid if you exclude India and China, it""s going to go
down even further in 1987,"" Kohli said.
    Kohli said developing countries in the region were entering
a period of painful adjustments.
    He said one country that seemed to be on the right track
was South Korea, which had bucked the regional trend of rising
indebtedness by cutting its foreign debt by about two billion
dlrs last year.
    One country that has complained about the ADB's lending
policies is Vietnam, which charged at last year's meeting that
the bank had cut off its aid on political grounds.
    The bank abruptly halted loans to Hanoi after the fall of
the Saigon government in 1975. Despite Moscow's presence,
however, the bank is not expected to change its Vietnam policy.
    The Philippines, the ABD's second-largest borrower in 1986
with loans totalling 316 mln dlrs, is happy with the bank's
role.
    Finance Minister Jaime Ongpin told Reuters he expected the
figure would reach roughly the same level this year.
 REUTER
","""NORM""",[],"""NOT-USED""","""PUBLISHED-TESTSET""","""21829""","""17207""","['japan' 'china' 'taiwan' 'ussr' 'usa' 'vietnam' 'south-korea'
 'philippines']",[],['adb-asia'],[],26-APR-1987 07:50:48.05,ADB DELEGATES GATHER IN JAPAN AMID CONTROVERSY
"The Bank of Japan intervened buying
dollars shortly after the opening of 137.70 yen, dealers said.
    Strong selling from life insurance companies and investment
trusts pressured the dollar downward, but the U.S. Unit
steadied on profit-taking buying by petroleum companies and
intervention by the central bank.
    The dollar's upward potential looks limited as forward
dollar selling by exporters for commercial purposes is expected
above 137.80, dealers said.
 REUTER
","""NORM""",['money-fx' 'dlr'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21830""","""17208""",['japan'],[],[],[],26-APR-1987 20:39:56.64,BANK OF JAPAN INTERVENES IN TOKYO BUYING DOLLARS
"Japan's Jiji Press quoted Bank of Japan
Governor Satoshi Sumita as telling Japanese reporters the
central bank will continue determined market intervention to
prevent a further rise in the value of the yen.
    Sumita, who is attending an annual meeting of the Asian
Development Bank, also said he does not think the yen will
continue to rise, Jiji reported. He said the Bank of Japan is
keeping close contact with other major industrial nations on
concerted market intervention, Jiji said. He said coordinated
intervention is the only way to stop the dollar from dropping
too fast, Jiji said. The dollar fell below 138 yen today.
 REUTER
","""NORM""",['money-fx' 'dlr' 'yen'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21831""","""17209""",['japan'],['sumita'],[],[],26-APR-1987 22:02:13.59,SUMITA SAYS FURTHER YEN RISE UNLIKELY - JIJI PRESS
"The Bundesbank intervened in the Tokyo
foreign exchange market to buy a small amount of dollars
against marks through the Bank of Japan, dealers said.
    The West German central bank bought dollars when the dollar
was at about 1.7770-80 marks. Dealers' estimates of the
intervention amount varied from 100 mln to one billion dlrs.
    Some dealers said the Bank of Japan appeared to have
undertaken small-lot mark-selling intervention on its own
account.
 REUTER
","""NORM""",['money-fx' 'dlr'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21832""","""17210""",['japan' 'west-germany'],[],[],[],26-APR-1987 22:41:44.69,BUNDESBANK INTERVENES IN TOKYO VIA BANK OF JAPAN
"Japanese Finance Minister Kiichi Miyazawa
told a press conference the basic solution to currency
instability among major nations is economic policy
coordination.
    He said that is a time-consuming process as coordination
does not always proceed in a way policy makers envisage. ""That
is democracy,"" he said. Upon that foundation, Miyazawa said,
there must be coordinated intervention. Major nations have
sufficient funds to continue concerted intervention, he added.
    ""Without doubt this set-up of coordinated intervention will
continue to operate,"" Miyazawa said.
    Miyazawa said Prime Minister Yasuhiro Nakasone and U.S.
President Ronald Reagan are likely to reaffirm the Louvre and
Washington Group of Seven (G-7) agreements on currency
stability when they meet later this week.
    Asked whether the dollar is declining against all major
currencies, not only the yen, Miyazawa declined to make any
comments.
    He reiterated that many major nations have undertaken
coordinated intervention in recent weeks to prop up the dollar,
including countries who are not members of the G-7.
 REUTER
","""NORM""",['money-fx' 'dlr'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21833""","""17211""",['japan'],['miyazawa'],[],[],26-APR-1987 22:49:27.79,MIYAZAWA SAYS POLICY COORDINATION KEY TO CURRENCY
"CSR Ltd &lt;CSRA.S> said it plans to offer
3.50 dlrs a share cum-bonus for all the issued capital of
building products group Monier Ltd &lt;MNRA.S>.
    The offer values Monier's current issued capital of 156.28
mln shares at 547 mln dlrs and compares with the latest share
market price of 2.80 dlrs, equal to last Friday's close.
    Monier recently said it proposes to make a one-for-two
bonus issue before June 30.
    CSR will shortly announce further details of the offer
including a CSR share alternative, it said in a statement.
    CSR said it currently holds 323,000 Monier shares or only
0.21 pct of the company's issued capital.
    Redland Plc &lt;RDLD.L>, the holder of 49.87 pct of Monier,
has agreed with CSR that Redland will not accept the offer for
its stake initially, CSR said.
    Instead, CSR has granted Redland two alternative options,
the first giving Redland the right to accept the CSR offer at
the same price within six months of the closing date of the
bid, the company said.
    The second grants Redland the option to increase its Monier
holding to 50.1 pct in the same period.
    The second option is exercisable by Redland at 3.50 dlrs a
share, CSR said.
    Both option deals are subject to the approval of Monier
shareholders except CSR and Redland.
    As previously reported, Redland and Monier had been
discussing a possible Redland bid for Monier but the talks
broke off two weeks ago.
    CSR said Redland supports the CSR offer as a means of
establishing a fruitful joint venture in building materials in
which they both have interests. At the end of the offer, they
will discuss how these interests may be developed.
    Redland has indicated that it would be prepared to consider
at a later stage an increase in CSR's Monier stake to enable it
to become a CSR subsidiary, assuming Redland exercises the
second option, CSR said.
    It said the offer is generous because it will give Monier
shareholders a price equivalent to 16.8 times after-tax
earnings in 1985/86 ended June 30, a 25 pct premium over
Friday's market price and a 125 pct premium over last reported
net tangible asset backing per share of 1.57 dlrs.
    The offer is beneficial for both CSR and Monier
shareholders, CSR's chief executive officer Bryan Kelman said.
    ""The acquisition will broaden CSR interests in building
materials by the addition of complementary domestic and
overseas businesses in concrete and clay tiles, metal roofing
materials and concrete blocks and piping,"" Kelman said in the
statement.
    ""Importantly, the acquisition will provide CSR with new
growth opportunities in building materials both in Australia
and overseas,"" he added.
    Monier, which earned a net 32.49 mln dlrs in 1985/86, has
operations in a number of countries, including the U.S., Japan,
Britain and New Zealand, as well as Australia.
 REUTER
","""NORM""",['acq'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21834""","""17212""",['australia'],[],[],[],26-APR-1987 22:57:22.08,CSR PLANS TAKEOVER BID FOR MONIER
"&#2;
CORRECTION - BUNDESBANK INTERVENES IN TOKYO
    In the Tokyo item ""/BUNDESBANK INTERVENES IN TOKYO VIA BANK
OF JAPAN,"" please read in the second para: ""Dealers' estimates of
the intervention amount varied from 10 mln to 100 mln dlrs.""
Corrects figures from 100 mln to one billion dlrs.
 REUTER
&#3;

","""UNPROC""",['money-fx' 'dlr'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21835""","""17213""",['japan'],[],[],[],26-APR-1987 23:26:24.51,
"The Soviet Union is attending an
Asian Development Bank (ADB) annual general meeting for the
first time, but has not decided whether to apply for
membership, a senior Soviet State Bank official said.
    ""No specific plans exist for applying for membership,"" Yurij
Ponomarev, international managing director of the State Bank,
told Reuters. ""It's too early to draw up any plans.""
    The USSR is attending the 20th meeting as an observer.
    ""The sole purpose is to observe and collect information
first hand,"" Ponomarev said.
    He said the Soviet Union was responding to a long-standing
ADB invitation to attend the meetings.
    ""This is one of the fastest growing regions in the world,""
the State Bank official said. ""It is in our interest to have
good contacts.""
    But those strengthened contacts will not be made at the
expense of the Soviet Union's other relationships, he said.
    Delegates here said the USSR move was connected to recent
efforts to develop closer ties with Asia. The policy was
announced last year by Soviet leader Mikhail Gorbachev in a
speech at Vladivostok.
    Moscow's decision to attend the meetings follows its
application last year for membership of the General Agreement
on Tariffs and Trade (GATT).
    Delegates said the USSR faces lacklustre growth and is
searching for ways to boost its economy.
    Although the ADB said political ideology is not a critiera
for membership, several delegates said politics would play a
large role in any decision to allow Moscow to join.
    Moscow's application would have to be approved by
two-thirds of the board of governors representing
three-quarters of the total voting power of member countries.
    The basic votes of the 47 members are all equal and total
one-fifth of all votes. The remainder are proportional to the
number of shares held by each member.
    Japan is the largest shareholder, at 15.1 pct, followed by
the U.S. With 14.9 pct and China with 7.2 pct.
    The U.S. Has more than 12 pct of the total votes,
insufficient to block a Moscow membership bid.
    Japanese officials said Tokyo has not decided its position
regarding the possibility of Soviet membership and said they
noted the Soviets had not yet made any move to join.
 REUTER
","""NORM""",[],"""NOT-USED""","""PUBLISHED-TESTSET""","""21836""","""17214""",['japan' 'ussr'],[],['adb-asia'],[],26-APR-1987 23:32:09.99,"USSR ATTENDS ADB MEET, UNCERTAIN ON MEMBERSHIP"
"Spring rain in the last few days has
helped ease a serious drought in most of north China, the New
China News Agency said.
    It said rain fell in Peking, Shandong, Hebei, Henan,
Shanxi, Shaanxi, Qinghai, Sichuan and parts of Inner Mongolia.
It said the drought in Shanxi, north Hebei, north Shaanxi and
Peking has basically ended.
    But snowfalls of 10 mm have affected spring sowing in
Liaoning, struck by abnormally cold and warm weather since
January, including rainfall 10 times more than normal in some
places, it said, but gave no more details.
 REUTER
","""NORM""",[],"""NOT-USED""","""PUBLISHED-TESTSET""","""21837""","""17215""",['china'],[],[],[],26-APR-1987 23:42:23.02,RAINFALL EASES DROUGHT IN NORTH CHINA
"President Reagan is expected to tell
Prime Minister Yasuhiro Nakasone this week that the U.S. May be
able to lift trade sanctions against Japan by the end of June,
the New York Times said.
    The newspaper, quoting administration officials, said that
under such a scenario the President would announce just before
the June 8-10 economic summit meeting in Venice that he hoped
to lift the restrictions on electronics imports by the end of
the month. Japan, for its part, would have to show that it had
stopped underpricing semiconductors and had widened access in
Japan for U.S. Chip producers.
    The U.S. Administration imposed 100 pct tariffs on 300 mln
dlrs worth of Japanese color television sets, motorised tools
and personal computers on April 17.
    Japanese officials have said Nakasone's main demand when he
arrives for talks with Reagan on Wednesday would be the
immediate lifting of the tariffs.
    But with Congress planning further trade reprisals against
Japanese trade policies, the end-of-June timeframe is seen as
the best Reagan can offer, the Times said. It said some verbal
formulation was expected to be found in a communique that would
allow Nakasone to claim at least a modest victory.
 REUTER
","""NORM""",['trade'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21838""","""17216""",['usa' 'japan'],['nakasone' 'reagan'],[],[],27-APR-1987 00:44:20.00,U.S. MAY TELL JAPAN SANCTIONS CAN END - NY TIMES
"The Philippines has received a 300
mln dlr loan from the Japanese Export-Import Bank, Philippine
Finance Minister Jaime Ongpin told Reuters.
    Ongpin said the loan, carrying interest of 5.5 pct a year,
matches a 300 mln dlr economic recovery loan approved by the
World Bank in March.
    Ongpin said Japanese Finance Minister Kiichi Miyazawa
expressed satisfaction at the recent rescheduling of the
Philippines' 10.3 billion dlr foreign debt during a meeting
here yesterday. The 14th yen aid package from Japan's Overseas
Economic Cooperation Fund was also discussed.
    Ongpin said the Japan is expected to respond favourably to
a Philippine request to raise the aid level to between 75 and
80 billion yen.
    The aid package, originally scheduled for Japan's 1986/87
fiscal year ended March, was delayed because of the
Philippines' change of government last year.
    ""The Japanese have indicated we may not get as much as we
are asking for in one big jump from the 13th yen package of 49
billion yen,"" he said. ""But they are likely to bring it up to
that level for the 15th package.""
    Ongpin said Manila had 14 projects in the pipeline for the
14th yen package.
    ""We are trying get the 15th package mainly in the form of
untied commodity loans,"" he said.
    Discussion on a Philippine request for 500 mln dlrs in soft
loans to finance a land reform program, for which Japan is
expected to supply most of the financing, had been put off
until next month because of delays in preparatory work.
    Ongpin said he will make a strong pitch for the land reform
program in his speech on Tuesday at the 20th annual meeting of
the Asian Development Bank (ADB) here.
    Ongpin said the Philippines is very happy about the ADB's
support after President Corazon Aquino took over from deposed
leader Ferdinand Marcos.
    ""But I would like to see them push more aggressively in the
field of lending to the private sector,"" he said.
    The Philippines was the bank's second-biggest borrower
after Pakistan in 1986, with loans totalling 316 mln dlrs.
    Ongpin said he expects ADB lending to the Philippines in
1987 to reach the same level.
    ""They have told us they can lend us two billion dlrs if we
want. But we have to come up with the projects,"" he said.
 REUTER
","""NORM""",[],"""NOT-USED""","""PUBLISHED-TESTSET""","""21839""","""17217""",['japan' 'philippines'],['ongpin'],['adb-asia'],[],27-APR-1987 00:48:57.77,PHILIPPINES TO GET 300 MLN DLR JAPANESE LOAN
"U.S. Treasury Secretary James Baker
has cancelled a trip to Australia because of pressing business
at home, including the visit this week by Japanese Prime
Minister Yasuhiro Nakasone, a Treasury spokesman said.
    The spokesman, who asked not to be identified, said, ""I
would not draw any conclusion from the cancellation ... I would
just say it's the press of business.""
    He said Nakasone's visit was ""part of the press of business""
but denied the cancellation was linked to the current turmoil
in the financial markets.
 REUTER                                    
","""NORM""",[],"""NOT-USED""","""PUBLISHED-TESTSET""","""21840""","""17218""",['usa' 'australia'],['james-baker'],[],[],27-APR-1987 00:53:25.17,U.S. TREASURY SECRETARY CANCELS TRIP TO AUSTRALIA
"Fresh tremors hit the northern area of
the Indonesian island of Sumatra after an earthquake measuring
6.6 on the Richter scale yesterday and local officials told
Reuters they fear flooding after a dam was cracked.
    Contacted by telephone, they said the area around the town
of Tarutung, south of the city of Medan and about 560 km west
of Singapore, was shaken by more tremors this morning.
    The dam on the Sigeon river is leaking and there is a
possibility of flooding if it rains in the next few days before
repairs can be made, they said.
 REUTER
","""NORM""",[],"""NOT-USED""","""PUBLISHED-TESTSET""","""21841""","""17219""",['indonesia'],[],[],[],27-APR-1987 01:08:32.41,STRONG INDONESIAN EARTHQUAKE LEADS TO FLOOD FEARS
"Egypt is trying to persuade Arab states
and banks to buy its military debts to the United States and
other Western countries so it can repay them on better terms,
an Egyptian official said.
    ""We want the Arabs to buy the debt and reschedule it at a
more reasonable interest rate of up to seven pct,"" the official,
who asked not to be named, told Reuters.
    Egypt owes the U.S. 4.5 billion dlrs in military debt and
has failed to persuade Washington to reduce interest rates on
it averaging about 14 pct.
    Eqypt also owes France an undisclosed amount, estimated by
Arab diplomats at over two billion dlrs, and has not serviced
the debt for over a year. Other military debts are owed to
Spain, West Germany and Britain.
    The official said negotiations on the possibility of buying
the debt have started, with approaches made to Kuwait and Saudi
Arabia, but no firm decisions have been reached.
    The official also said the International Monetary Fund
(IMF) and Egypt have agreed on certain economic reforms in
return for emergency funds. An accord with the IMF would open
the way for Cairo to reschedule its 40 billion dlr debt.
    The official said the IMF agreement requires Egypt to raise
energy prices to international levels, unify its multi-tiered
foreign exchange system and raise interest rates.
    ""Egypt will seek loans from various countries immediately
after the agreement with the IMF is signed,"" he said.
    ""If an Arab country buys part of the military debt or gives
us guarantees, it will encourage banks to step in,"" he added.
 REUTER
","""NORM""",[],"""NOT-USED""","""PUBLISHED-TESTSET""","""21842""","""17220""",['egypt' 'usa'],[],['imf'],[],27-APR-1987 01:11:59.67,EGYPT SEEKS ARAB FUNDS TO BUY ITS MILITARY DEBTS
